Título;Descrição IMDB;Gênero;Nota;Descrição
A Casa do Espanto;Um escritor se muda para uma casa embruxada depois que sua tia se la deixa por herença.;Comédia,Fantasia,Terror;6.1;um escritor se mudar para um casa embruxar depois que seu tia se ela deixar por herença.
Rio Congelado;Uma mãe procura outra fonte de renda, quando o marido sai com o dinheiro destinado à nova casa móvel.Um território indiano próximo se estende através da fronteira para o Canadá com um rio congelado dirigível.Contrabando?;Policial,Drama;7.1;um mãe procurar outro fonte de renda, quando o marido sair com o dinheiro destinar a o novo casa móvel. um território indiano próximo se estender através de o fronteira para o Canadá com um rio congelar dirigível. contrabar ?
Violência Gratuita;Dois jovens psicopatas levam a uma família refém a sua cabana.;Policial,Drama,Suspense;6.5;dois jovem psicopato levar a um família refém o seu cabana.
Godzilla;Um gigante monstro destrue todo o que pode em Nova Iorque, para dete-lho um cientista, sua ex namorada e outro heróes deberám salvar a cidade.;Ação,Ficção científica,Suspense;5.4;um gigante monstro destrue todo o que poder em Nova Iorque, para deter llho um cientista, seu ex namorada e outro heróo deber salvar o cidade.
O Amor em 5 Tempos;Cinco etapas no romance entre uma mulher e um homem.;Drama,Romance;6.6;cinco etapa em o romance entre um mulher e um homem.
A Caça;Um professor vive uma vida solitária enquanto luta pela custódia de seu filho. Sua vida melhora lentamente quando ele encontra o amor e recebe boas notícias de seu filho, mas sua sorte está prestes a mudar por uma pequena mentira inocente.;Drama;8.3;um professor viver um vida solitário enquanto lutar por o custódia de seu filho. seu vida melhora lentamente quando ele encontrar o amor e receber bom notícia de seu filho, mas seu sorte estar prestes a mudar por um pequeno mentira inocente.
Uma Escola Muito Doida;Richard Clark acaba de deixar a conhecida academia de Wellington para ensinar na Marion Barry High School.Agora, ele tentará inspirar os alunos da média D a tirar boas notas e tentar conquistar um colega professor.;Comédia,Policial,Romance;5.5;Richard Clark acabar de deixar o conhecido academia de Wellington para ensinar em o Marion Barry High School. agora, ele tentar inspirar o aluno de o média D a tirar bom nota e tentar conquistar um colega professor.
Assalto à 13ª DP;Uma parceria improvável entre um oficial de patrulha rodoviária, dois criminosos e um secretário de delegacia é formada para defender uma delegacia extinta de Los Angeles contra o cerco de uma gangue de rua sanguinária.;Ação,Policial,Suspense;7.3;um parceria improvável entre um oficial de patrulha rodoviário, dois criminoso e um secretário de delegacia ser formar para defender um delegacia extinguir de Los Angeles contra o cerco de um gangue de rua sanguinário.
Narciso Negro;Um grupo de freiras lutam para estabelecer um convento no Himalaia, enquanto o isolamento, o clima extremo, a altitude e os confrontos culturais conspiram para enlouquecer os missionários bem-intencionados.;Drama;7.8;um grupo de freira lutar para estabelecer um convento em o Himalaia, enquanto o isolamento, o clima extremo, o altitude e o confronto cultural conspirar para enlouquecer o missionário bem-intencionar.
O Ódio;24 horas na vida de três jovens nos subúrbios franceses no dia seguinte a uma rebelião violenta.;Policial,Drama;8.1;24 hora em o vida de três jovem em o subúrbio francês em o dia seguinte a um rebelião violento.
O Voo da Fênix;Após um acidente de avião no Saara, um dos sobreviventes diz que ele é um projetista de aviões e que eles podem fazer um avião a partir dos destroços.;Aventura,Drama;7.5;após um acidente de avião em o Saara, um de o sobrevivente dizer que ele ser um projetista de avião e que eles poder fazer um avião a partir de o destroço.
Partner;Um 'guru do amor' ajuda a outros homens, uma mãe solteira viúva, mas se envolve em controvérsias.;Comédia,Drama,Romance;5.7;um ' guru de o amor ' ajudar a outro homem, um mãe solteiro viúva, mas se envolver em controvérsia.
Bakha satang;Consiste das cinco fases da vida de um homem e sobre seu motivo para ter cometido suicídio no final.;Drama;7.6;consistir de o cinco fase de o vida de um homem e sobre seu motivo para ter cometer suicídio em o final.
Les bronzés;Os turistas que chegam a um campo de clubes na Costa do Marfim estão determinados a esquecer seus problemas cotidianos e decepções emocionais.Jogos, competições, passeios, banho e queimaduras solares acompanham uma sucessão contínua de assuntos casuais.;Comédia,Romance;6.8;o turista que chegar a um campo de clube em o Costa de o Marfim estar determinar a esquecer seu problema cotidiano e decepção emocional. jogo, competição, passeio, banho e queimadura solar acompanhar um sucessão contínuo de assunto casual.
Enter Nowhere;Três estranhos chegam um a um em uma cabana misteriosa no meio do nada, apenas para saber que eles foram reunidos por um motivo.;Mistério,Ficção científica,Suspense;6.5;três estranho chegar um a um em um cabana misterioso em o meio de o nada, apenas para saber que eles ser reunir por um motivo.
Uma Herança da Pesada;Um orador motivacional descobre que a herança que seu pai deixou para ele está na forma de um elefante.;Comédia,Família;5.6;um orador motivacional descobrir que o herança que seu pai deixar para ele estar em o forma de um elefante.
Cadete Winslow;Após o roubo de uma ordem postal, um cadete de 14 anos é expulso do Naval College.Para salvar a honra do garoto e de sua família, o advogado preeminente do dia é envolvido para enfrentar o poder do Almirantado.;Drama,Romance;7.3;após o roubo de um ordem postal, um cadete de 14 ano ser expulsar de o Naval College. para salvar o honra de o garoto e de seu família, o advogado preeminente de o dia ser envolver para enfrentar o poder de o almirantado.
Paixão Bandida;Um ex-presidiário e seu irmão Crook Brook lutam pela mesma mulher.;Comédia,Policial,Drama;5.4;um ex-presidiário e seu irmão Crook Brook lutar por o mesmo mulher.
Confidencial;"Enquanto pesquisava para seu romance ""A Sangue Frio"", Truman Capote desenvolve um relacionamento íntimo com os assassinos condenados, Dick Hickock e Perry Smith.";Biografia,Policial,Drama;7.0;enquanto pesquisar para seu romance « A Sangue Frio «, Truman Capote desenvolver um relacionamento íntimo com o assassino condenar, Dick Hickock e Perry Smith.
O Jogador;Um executivo de um estúdio de Hollywood recebe ameaças de morte de um escritor que ele rejeitou, mas qual?;Comédia,Policial,Drama;7.5;um executivo de um estúdio de Hollywood receber ameaça de morte de um escritor que ele rejeitar, mas qual ?
Confusões no Lava-Jato;A vida na lavagem do carro é um lugar onde tudo pode e acontece com dois amigos (Dr. Dre e Snoop Dogg), tentando ganhar dinheiro para pagar o aluguel.;Comédia;4.7;o vida em o lavagem de o carro ser um lugar onde tudo poder e acontecer com dois amigo ( Dr. Dre e Snoop Dogg ), tentar ganhar dinheiro para pagar o aluguel.
Era Uma Vez na China 3;Mestre Wong e seus discípulos se matriculam na 'competição de leão dançante' para parar uma trama de assassinato e combater um oponente arrogante e enganoso.;Ação,Aventura,Biografia;6.7;Mestre Wong e seu discípulo se matricular em o ' competição de leão dançante ' para parar um trama de assassinato e combater um oponente arrogante e enganoso.
O Céu pode Esperar;O comediante Lance Barton sabe como é morrer no palco. Mas quando a vida toma um rumo inesperado—direto para o céu—Lance tem certeza de que houve um erro.;Comédia,Fantasia;5.4;o comediante Lance Barton saber como ser morrer em o palco. mas quando o vida tomar um rumo inesperado —direto para o céu —Lance ter certeza de que haver um erro.
Homens Perigosos;Gângsteres negros no Harlem de 1930 lutam contra Dutch Schultz, que está tentando se intrometer em seus esquemas.;Policial,Drama;6.3;gângster negro em o Harlem de 1930 lutar contra Dutch Schultz, que estar tentar se intrometer em seu esquema.
Ao Cair da Noite;Danny é desprezado por seus colegas de escola porque seu pai foi acusado de matar outro homem e condenado à morte.;Policial,Drama,Filme noir;7.1;Danny ser desprezar por seu colega de escola porque seu pai ser acusar de matar outro homem e condenar a o morte.
Performance;Um gângster violento procura refúgio da multidão na casa boêmia de uma ex -estrela do rock.;Policial,Drama;6.8;um gângster violento procurar refúgio de o multidão em o casa boêmio de um ex -estrela de o rock.
Hospital Maldito;Um punhado de estudantes universitários fica preso em um hospital assombrado no Halloween.;Aventura,Comédia,Fantasia;4.1;um punhado de estudante universitário ficar prender em um hospital assombrar em o Halloween.
Homem Meteoro;Um professor do ensino médio de um bairro problemático de Washington DC de Washington se torna um herói superpoderado e assume a gangue que tem aterrorizando suas ruas.;Ação,Comédia,Fantasia;5.1;um professor de o ensino médio de um bairro problemático de Washington DC de Washington se tornar um herói superpoderar e assumir o gangue que ter aterrorizar seu rua.
O Segredo;Um jovem recém-saído da faculdade de direito tenta conseguir um perdão para seu avô racista que está no corredor da morte.;Policial,Drama,Suspense;6.0;um jovem recém-saído de o faculdade de direito tentar conseguir um perdão para seu avô racista que estar em o corredor de o morte.
Sem Prada Nem Nada;Duas irmãs mimadas que ficaram sem dinheiro após a morte repentina do seu pai, são forçadas a morar com a sua tia no este de Los Angeles.;Ação,Comédia,Drama;5.5;dois irmã mimar que ficar sem dinheiro após o morte repentino de o seu pai, ser forçar a morar com o seu tia em o este de Los Angeles.
Carrie, a Estranha;A Carre White, uma tímida y solitária adolescente desencadea suas potenças quando é humilhada por seus colegas do colegio.;Terror,Mistério;7.4;o Carre White, um tímido y solitário adolescente desencader seu potença quando ser humilhar por seu colega de o colegio.
Sicilian Vampire;Partes iguais Goodfellas (1990) e do anoitecer até Dawn (1996).A renomada mafiosa Sonny Trafante esperava ir para o alojamento de caça à família para um pouco de descanso e relaxamento e criar algumas lembranças.Em vez disso, o que ele conseguiu foi uma noite que ele nunca esquecerá.;Policial,Drama,Terror;6.5;parte igual Goodfellas ( 1990 ) e de o anoitecer até Dawn ( 1996 ). o renomar mafiosa Sonny Trafante esperar ir para o alojamento de caça a o família para um pouco de descanso e relaxamento e criar algum lembrança. em vez de isso, o que ele conseguir ser um noite que ele nunca esquecer.
48 Horas;Um policial se junta com relutância a um criminoso astuto que está temporariamente em liberdade condicional para localizar um assassino.;Ação,Comédia,Policial;6.9;um policial se juntar com relutância a um criminoso astuto que estar temporariamente em liberdade condicional para localizar um assassino.
Pequenos Assassinatos;Comédia negra de arremesso sobre uma jovem nova-iorquina niilista que lida com a violência urbana difundida, telefonemas obscenos, canos de água enferrujados, blecautes elétricos, paranóia e conflito étnico-racial durante um verão típico da década de 1970.;Comédia,Policial;6.9;comédia negro de arremesso sobre um jovem nova-iorquina niilista que ler com o violência urbano difundir, telefonema obsceno, cano de água enferrujar, blecaute elétrico, paranóia e conflito étnico-racial durante um verão típico de o década de 1970.
A Casa do Fim do Mundo;Um garoto que sofreu muitas perdas em sua vida cresce para a masculinidade e entra em um triângulo amoroso com uma mulher e seu amigo de infância.;Drama,Romance;6.6;um garoto que sofrer muito perda em seu vida crescer para o masculinidade e entrar em um triângulo amoroso com um mulher e seu amigo de infância.
