Título;Descrição;Gênero;Nota
Sexy por Acidente;Uma mulher que luta contra a insegurança acorda de uma queda acreditando que ela é a mulher mais bonita e capaz do planeta. Sua nova confiança a capacita a viver sem medo, mas o que acontece quando percebe que sua aparência nunca mudou?;Comédia,Romance;5.6
Homesdale;Os hóspedes chegam a uma casa de hóspedes particulares caras em uma ilha remota perto de Sydney.A casa de hóspedes e as atividades estranhas, como esportes de teatro e orientação, são administrados por um excêntrico desconforto.Um dos convidados é um solitário e a única maneira de se encaixar na multidão é participar dos eventos questionáveis.Alguns dos jogos fazem fronteira entre comédia e horror - como o Mur ...;Comédia,Drama;5.6
A Passagem;As tentativas de um psiquiatra para impedir que um dos seus pacientes cometa suicídio enquanto tenta manter seu próprio controle da realidade.;Drama,Mistério,Suspense;6.7
Infância Roubada;Relata a vida de Rosario, um menino de 11 anos que está crescendo em um ambiente de pobreza e crime em Nápoles. Enquanto sua avó está doente, ele se envolve na máfia italiana como sicário.;Policial,Drama;7.2
Secretária;Uma mulher recentemente liberada de um hospital psiquiátrico, consegue um emprego como secretária de um advogado exigente, o relacionamento entre o empregador e empregado se torna em sexual e sadomasoquista.;Comédia,Drama,Romance;6.9
Queremos Matar Gunther;Um grupo de assassinos estão fartos do Gunther, o maior assassino do mundo. Eles decidem matá-lo, mas seu plano se transforma em uma série de encontros frustrados, pois Gunther sempre está um passo à frente.;Ação,Comédia,Suspense;4.8
Suprema Conquista;Um extravagante Impresario da Broadway que caiu em tempos difíceis tenta fazer com que seu ex -amante, agora uma diva de Hollywood, retorne e ressuscite sua carreira em fracasso.;Comédia,Romance;7.3
9: A Salvação;Uma boneca de pano que desperta em um futuro pós-apocalíptico é a chave para salvar a humanidade.;Animação,Ação,Aventura;7.0
Tão Forte e Tão Perto;Um menino de 9 anos perde seu pai no atentado de 11 de setembro em Nova York. Ele acha uma chave em sua casa e acredita ser uma mensagem de seu pai, começando uma grande expedição pela cidade para achar a fechadura que se abre com a chave.;Aventura,Drama,Mistério;6.9
O Anjo Malvado;Uma criança fica com sua tia e seu tio, e torna-se amigo de seu primo, uma criança da mesma idade que mostra cada vez mais sinais de comportamento violento e psicopata.;Drama,Suspense;6.4
Er shi si cheng ji;Quando uma fábrica está sendo demolida em Chengdu, a China, os trabalhadores refletem sobre suas experiências e a importância da fábrica em suas vidas.;Documentário,Drama;7.1
Dügün Dernek;Um grupo de pessoas em uma vila do leste da Turca é recrutada para lançar um grande e impetuoso casamento em dez dias de aviso prévio.;Comédia;7.0
Estranho Acidente;Em Oxford, a estudante austríaca Anna von Graz está namorando seu colega estudante William, com quem planeja se casar, mas em vez disso acaba dormindo com dois professores de Oxford, casados e infelizes.;Drama;6.8
13 Desafios;Depois de perder o emprego, seu carro e seu dinheiro, Phuchit, Kissada Sukosol, corre contra o tempo para concluir 13 tarefas ordenadas por um chamador anônimo que prometeu 100.000.000 tailandês Baht após a conclusão.;Comédia,Policial,Drama;6.6
Filhos do Divórcio;Um homem adulto pego no fogo cruzado do divórcio de 15 anos de seus pais descobre que ele fazia parte de um estudo sobre crianças divorciadas e é alistado em um acompanhamento anos depois, o que causa novos estragos em sua família.;Comédia;5.6
Não me Abandone Jamais;A vida de três amigos, desde seus primeiros tempos de escola até a juventude adulta, quando a realidade do mundo em que vivem bate à porta.;Drama,Romance,Ficção científica;7.1
Rat Film;Entre paredes, cercas e becos, os ratos não apenas expõem nossos limites de separação, mas fazem casas nelas.Este documentário usa o rato para explorar a história de Baltimore.;Documentário;6.8
Hitman: Assassino 47;"Um agente conhecido como Agente 47 contratado por um grupo chamado ""A Organização"" é pego em uma conspiração política, que o encontra perseguido pela Interpol e pelas Forças Armadas russas enquanto ele cruza a Rússia e a Europa Oriental.";Ação,Policial,Suspense;6.2
Em Julho;Um professor jovem e inseguro embarca em uma jornada pela Europa para a Turquia, onde ele quer ver uma mulher novamente a quem ele acredita ser seu destino.;Aventura,Comédia,Romance;7.7
Museu de Cera;Henry Jarrod é o escultor dedicado de um museu de cera que possui, a meias com Matthew Burke. Traído pelo sócio, que incendeia o museu com ele no interior para receber dinheiro do seguro, Jarrod vai sobreviver e procurar vingar-se.;Terror;7.0
Distante nós Vamos;Casal que está prestes a ter seu primeiro filho inicia uma jornada por vários estados americanos para encontrar o melhor local viver.;Aventura,Comédia,Drama;7.0
A Vingança dos Nerds;No Adams College, um grupo de excluídos e desajustados decide lutar por sua paz e pelo amor-próprio.;Comédia;6.6
O Grande Dragão Branco;Frank Dux, um artista marcial americano que atua no exército, que decide deixar o exército para competir em um torneio de artes marciais em Hong Kong, onde as lutas da morte podem ocorrer.;Ação,Biografia,Drama;6.8
Os Emigrantes;Småland, Suécia, meados do século XIX.Uma família agrícola luta com suas terras rochosas e inflexíveis e decide embarcar na árdua jornada para a nova esperança na América.;Drama,História;8.0
O Substituto;Um professor substituto que troca de turmas constantemente se conecta com alunos e professores em seu mais recente trabalho.;Drama;7.7
Aftershock;No Chile, um grupo de viajantes que estão em uma boate subterrânea quando um enorme terremoto atinge rapidamente aprende rapidamente que alcançar a superfície é apenas o começo de seu pesadelo.;Ação,Aventura,Terror;4.8
Não Somos Anjos;Há algo de engraçado nestes dois novos padres. Na verdade, há algo de hilário já que Robert De Niro e Sean Penn não são nada parecidos com clérigos.;Comédia,Policial;6.1
Morte Sobre o Nilo;Enquanto Hercule Poirot desfruta de um luxuoso cruzeiro pelo Nilo, uma herdeira recém casada é encontrada assassinada. Será que Poirot pode identificar o assassino antes que o navio chegue ao fim de sua jornada?;Policial,Drama,Mistério;7.2
Estranhos no Paraíso;A vida de um nova-iorquino leva um mergulho no nariz quando seu primo mais novo lhe faz uma visita surpresa e começa uma aventura estranha e imprevisível.;Comédia,Drama;7.4
Udta Punjab;Uma história que gira em torno do abuso de drogas no rico estado do norte da Índia de Punjab e como os jovens sucumbiram a ele, resultando em um declínio socioeconômico.;Ação,Policial,Drama;7.7
Estação Polar Zebra;O submarino nuclear USS Tigerfish deve correr para o Polo Norte para resgatar o pessoal de uma estação meteorológica.;Aventura,Suspense;6.6
Atire a Primeira Pedra;O vice -xerife Destry domina a cidade de Bottle Neck, incluindo o cantor de salão Frenchy.;Comédia,Faroeste;7.6
Grabbers;Quando uma ilha na costa da Irlanda é invadida por alienígenas que sumam sangue, os heróis descobrem que ficar bêbado é a única maneira de sobreviver.;Ação,Aventura,Comédia;6.2
American Games;Uma escola tem uma tradição de ações sujas na noite anterior ao regresso a casa (se houver algum voluntário) onde, para vencer, a pessoa realiza 10 ações sujas em 12 horas.Harper vai conseguir?;Comédia;5.7
Chan Sumiu;Dois motoristas de táxi pesquisam Chinatown, de São Francisco, o misterioso Chan, que desapareceu com seus US $ 4000.;Drama,Mistério;7.0
Jägarna;Um policial de Estocolmo se muda de volta para seu irmão perto da Noruega e da Finlândia.Ele investiga a caça furtiva fora de controle.Ele confisca rifles sem licenças.Todo mundo, até seu irmão e policiais locais, são contra ele.As coisas aumentam.;Policial,Suspense;7.0
Route One USA;Doc (Mcisaac), de uma década na África, e o cineasta Kramer, decidem seguir a Rota 1, da fronteira canadense até a ponta da Flórida.;Documentário;8.1
A Vingança de Ulzana;Depois que o chefe de guerra feroz Ulzana e um pequeno partido de guerra saltam a reserva empenhada em assassinato e terror, um jovem tenente inexperiente é designado para rastreá -lo.;Aventura,Faroeste;7.0
A Entrega Mortal;O sargento de boina verde experiente Johnny Gallagher está escoltando um prisioneiro, o guarda florestal Thomas Boyette, de volta aos EUA, mas Boyette escapa e Gallagher deve arriscar a vida e o membro para pegá -lo.;Ação,Policial,Drama;6.4
Blue Jasmine;Uma jovem de Nova Iorque, profundamente perturbada e em negação, chega a San Francisco para impor-se a sua irmã.;Comédia,Drama;7.3
Kung Fu Panda;O Dragon Warrior tem que enfrentar o selvagem Tai Lung, o destino da China está em jogo. O pânico se espalha quando o manto do Guerreiro Dragão é concedido a um jovem panda gordo nas artes marciais.;Animação,Ação,Aventura;7.6
Hannibal;Várias vidas convergem em uma ilha isolada, todas ligadas por um autor cuja novela se entrelaçou com sua própria vida.;Policial,Drama,Suspense;6.8
Amor;Georges e Anne são um casal octogenário. Eles são professores de música aposentados e cultos. A filha, também musicista, vive na Grã-Bretanha com a família. Um dia, Anne tem um derrame e o vínculo de amor do casal é fortemente testado.;Drama;7.9
Pânico na Floresta;Seis pessoas estão presas nas florestas da Virgínia Ocidental, perseguidas por homens canibais gravemente desfigurados.;Terror,Suspense;6.1
Cruzeiro em Família;A família Mehra deve contemplar seu modo de viver e sua vida amorosa enquanto em um cruzeiro comemorando seu 30º aniversário de casamento.;Comédia,Drama,Romance;7.0
No Olho do Tornado;Rastreadores de tempestades, aventureiros e pessoas comuns documentam uma avalanche de tornados sem precedentes que está ocorrendo na cidade de Silverton.;Ação,Aventura,Drama;5.8
A Árvore dos Sonhos;Um veterinário do Vietnã, emocionalmente dilacerado, retorna para sua família na zona rural do Mississippi, aconselhando seus filhos quando eles têm que lutar suas próprias batalhas no bairro. Do diretor de Tomates Verdes Fritos.;Drama;6.7
The Square;Um grupo de revolucionários egípcios luta contra líderes e regimes, arriscando suas vidas para construir uma nova sociedade de consciência.;Documentário,Drama,História;8.0
A Família Addams 2;A família Addams tenta resgatar seu amado tio Fester de seu novo amor, uma viúva negra chamada Debbie.;Comédia,Fantasia;6.8
Gangaajal;Um oficial da IPS motiva e lidera uma força policial disfuncional e corrupta de Tezpur para lutar contra o político corrupto.;Ação,Policial,Drama;7.8
Um Parto de Viagem;O ansioso pai Peter Highman é forçado a pegar uma carona com o aspirante a ator Ethan Tremblay em uma viagem para chegar ao nascimento de seu filho a tempo.;Comédia,Drama;6.5
O Troco;Após um roubo bem-sucedido, Porter é deixado para morrer. Uma vez recuperado, ele busca vingança e quer sua parte do dinheiro.;Ação,Policial,Drama;7.1
Somers Town;Um estudo em preto e branco de um ambiente social em Londres, concentrando-se em um par de novos amigos improváveis e a garota que ambos gostam.;Comédia,Drama;6.8
De Repente é Amor;A estranha Emily e Oliver se juntam ao mile-high club na estrada do LAX para Nova York: fim da história. Só que eles continuam se reunindo constantemente durante os próximos sete anos.;Comédia,Drama,Romance;6.6
Cujo;Cujo é um amigável cão da raça São Bernardo. Porém, após contrair raiva ao ser mordido acidentalmente por um morcego, a sua personalidade altera-se, e ele transforma-se num monstro assassino, disposto a matar tudo e todos.;Terror,Suspense;6.0
Gli anni ruggenti;A visita incógnita de um hierarco fascista em uma pequena cidade do campo sacode profundamente a classe dominante e sua falta de integridade.;Comédia;7.4
In the Soup;O nova-iorquino Adolpho Rollo é o autor clássico dos grandes filmes. Em sua mente, ele está criando clássicos da tela imortal. De volta ao mundo real, ele não pode pagar o aluguel no buraco do centro da cidade que ele chama de lar.;Comédia,Drama;7.1
Clube dos Pervertidos;Uma mulher de meia-idade e reprimida se torna uma viciada em sexo após receber um golpe na cabeça e depois cai em uma subcultura subterrânea de viciados em sexo nos subúrbios de Baltimore.;Comédia;5.1
Tsigoineruwaizen;Um filme de período surreal seguindo um professor universitário e seu amigo nômade estranho enquanto passam por triângulos românticos soltos e enfrentam a morte de maneiras peculiares.;Terror,Mistério;6.9
Premam;Um jovem tem três oportunidades para encontrar amor.A terceira vez será o charme?;Comédia,Drama,Romance;8.3
O Caso Mattei;Um industrial italiano morreu em um acidente de avião.Um acidente ou assassinato?;Biografia,Drama,Mistério;7.6
Um Casamento Original;Um mockumentary que segue três casais enquanto luta para conquistar o cobiçado título de 'Wedding mais original do ano'.;Comédia,Musical,Romance;5.7
Amor e Revolução;A busca desesperada de seu namorado sequestrado leva uma jovem para a infame Colonia Dignidad, uma seita da qual ninguém tem escapado.;Biografia,Drama,História;7.0
Beijos Proibidos;Depois de receber alta do exército, Antoine Doinel centra uma comédia de bola de ferreio, onde se aplica a diferentes empregos e tenta entender seu relacionamento com as mulheres.;Comédia,Drama,Romance;7.6
