Título;Descrição;Gênero;Nota
Estranho Acidente;Em Oxford, a estudante austríaca Anna von Graz está namorando seu colega estudante William, com quem planeja se casar, mas em vez disso acaba dormindo com dois professores de Oxford, casados e infelizes.;Drama;6.8
13 Desafios;After losing his job, his car and his money, Phuchit, Krissada Sukosol, races against time to complete 13 tasks ordered by an anonymous caller who promised 100,000,000 Thai Baht upon completion.;Comédia,Policial,Drama;6.6
Filhos do Divórcio;A grown man caught in the crossfire of his parents' 15-year divorce discovers he was unknowingly part of a study on divorced children and is enlisted in a follow-up years later, which wreaks new havoc on his family.;Comédia;5.6
Não me Abandone Jamais;A vida de três amigos, desde seus primeiros tempos de escola até a juventude adulta, quando a realidade do mundo em que vivem bate à porta.;Drama,Romance,Ficção científica;7.1
Rat Film;Across walls, fences, and alleys, rats not only expose our boundaries of separation but make homes in them. This documentary uses the rat to explore the history of Baltimore.;Documentário;6.8
Hitman: Assassino 47;"Um agente conhecido como Agente 47 contratado por um grupo chamado ""A Organização"" é pego em uma conspiração política, que o encontra perseguido pela Interpol e pelas Forças Armadas russas enquanto ele cruza a Rússia e a Europa Oriental.";Ação,Policial,Suspense;6.2
Em Julho;A young, insecure teacher embarks on a journey through Europe to Turkey, where he wants to see a woman again whom he believes to be his fate.;Aventura,Comédia,Romance;7.7
Museu de Cera;Henry Jarrod é o escultor dedicado de um museu de cera que possui, a meias com Matthew Burke. Traído pelo sócio, que incendeia o museu com ele no interior para receber dinheiro do seguro, Jarrod vai sobreviver e procurar vingar-se.;Terror;7.0
Distante nós Vamos;Casal que está prestes a ter seu primeiro filho inicia uma jornada por vários estados americanos para encontrar o melhor local viver.;Aventura,Comédia,Drama;7.0
A Vingança dos Nerds;No Adams College, um grupo de excluídos e desajustados decide lutar por sua paz e pelo amor-próprio.;Comédia;6.6
O Grande Dragão Branco;Frank Dux, um artista marcial americano que atua no exército, que decide deixar o exército para competir em um torneio de artes marciais em Hong Kong, onde as lutas da morte podem ocorrer.;Ação,Biografia,Drama;6.8
Os Emigrantes;Småland, Sweden, mid-19th century. A farming family struggle with their rocky, unyielding land, and decide to embark on the arduous journey to new hope in America.;Drama,História;8.0
O Substituto;Um professor substituto que troca de turmas constantemente se conecta com alunos e professores em seu mais recente trabalho.;Drama;7.7
Aftershock;In Chile, a group of travelers who are in an underground nightclub when a massive earthquake hits quickly learn that reaching the surface is just the beginning of their nightmare.;Ação,Aventura,Terror;4.8
Não Somos Anjos;Há algo de engraçado nestes dois novos padres. Na verdade, há algo de hilário já que Robert De Niro e Sean Penn não são nada parecidos com clérigos.;Comédia,Policial;6.1
Morte Sobre o Nilo;Enquanto Hercule Poirot desfruta de um luxuoso cruzeiro pelo Nilo, uma herdeira recém casada é encontrada assassinada. Será que Poirot pode identificar o assassino antes que o navio chegue ao fim de sua jornada?;Policial,Drama,Mistério;7.2
Estranhos no Paraíso;A vida de um nova-iorquino leva um mergulho no nariz quando seu primo mais novo lhe faz uma visita surpresa e começa uma aventura estranha e imprevisível.;Comédia,Drama;7.4
Udta Punjab;A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.;Ação,Policial,Drama;7.7
Estação Polar Zebra;O submarino nuclear USS Tigerfish deve correr para o Polo Norte para resgatar o pessoal de uma estação meteorológica.;Aventura,Suspense;6.6
Atire a Primeira Pedra;Deputy sheriff Destry tames the town of Bottle Neck, including saloon singer Frenchy.;Comédia,Faroeste;7.6
Grabbers;When an island off the coast of Ireland is invaded by bloodsucking aliens, the heroes discover that getting drunk is the only way to survive.;Ação,Aventura,Comédia;6.2
American Games;A high school has a tradition of dirty deeds the night before homecoming (if there's any volunteer) where, to win, the person performs 10 dirty deeds in 12 hours. Will Harper make it?;Comédia;5.7
Chan Sumiu;Two cab drivers search San Francisco's Chinatown for the mysterious Chan, who disappeared with their $4000.;Drama,Mistério;7.0
Jägarna;A Stockholm cop moves back home to his brother near Norway and Finland. He investigates out of control deer poaching. He confiscates rifles with no permits. Everybody, even his brother and local cops, are against him. Things escalate.;Policial,Suspense;7.0
Route One USA;Doc (McIsaac), back from a decade in in Africa, and filmmaker Kramer, decide to follow Route 1, from the Canadian border all the way to the tip of Florida.;Documentário;8.1
A Vingança de Ulzana;After fierce war chief Ulzana and a small war party jump the reservation bent on murder and terror, an inexperienced young lieutenant is assigned to track him down.;Aventura,Faroeste;7.0
A Entrega Mortal;Experienced Green Beret sergeant Johnny Gallagher is escorting a prisoner, Airborne Ranger Thomas Boyette, back to the US, but Boyette escapes and Gallagher must risk life and limb to catch him.;Ação,Policial,Drama;6.4
Blue Jasmine;Uma jovem de Nova Iorque, profundamente perturbada e em negação, chega a San Francisco para impor-se a sua irmã.;Comédia,Drama;7.3
Kung Fu Panda;O Dragon Warrior tem que enfrentar o selvagem Tai Lung, o destino da China está em jogo. O pânico se espalha quando o manto do Guerreiro Dragão é concedido a um jovem panda gordo nas artes marciais.;Animação,Ação,Aventura;7.6
Hannibal;Várias vidas convergem em uma ilha isolada, todas ligadas por um autor cuja novela se entrelaçou com sua própria vida.;Policial,Drama,Suspense;6.8
Amor;Georges e Anne são um casal octogenário. Eles são professores de música aposentados e cultos. A filha, também musicista, vive na Grã-Bretanha com a família. Um dia, Anne tem um derrame e o vínculo de amor do casal é fortemente testado.;Drama;7.9
Pânico na Floresta;Seis personas se encuentran atrapadas en los bosques de West Virginia, perseguidos por hombres caníbales gravemente desfigurados.;Terror,Suspense;6.1
Cruzeiro em Família;The Mehra family must contemplate over their way of living and their love lives while on a cruise celebrating their 30th wedding anniversary.;Comédia,Drama,Romance;7.0
No Olho do Tornado;Rastreadores de tempestades, aventureiros e pessoas comuns documentam uma avalanche de tornados sem precedentes que está ocorrendo na cidade de Silverton.;Ação,Aventura,Drama;5.8
A Árvore dos Sonhos;Um veterinário do Vietnã, emocionalmente dilacerado, retorna para sua família na zona rural do Mississippi, aconselhando seus filhos quando eles têm que lutar suas próprias batalhas no bairro. Do diretor de Tomates Verdes Fritos.;Drama;6.7
The Square;A group of Egyptian revolutionaries battle leaders and regimes, risking their lives to build a new society of conscience.;Documentário,Drama,História;8.0
A Família Addams 2;A família Addams tenta resgatar seu amado tio Fester de seu novo amor, uma viúva negra chamada Debbie.;Comédia,Fantasia;6.8
Gangaajal;An IPS officer motivates and leads a dysfunctional, corrupt police force of Tezpur to fight against the corrupt politician.;Ação,Policial,Drama;7.8
Um Parto de Viagem;O ansioso pai Peter Highman é forçado a pegar uma carona com o aspirante a ator Ethan Tremblay em uma viagem para chegar ao nascimento de seu filho a tempo.;Comédia,Drama;6.5
O Troco;Após um roubo bem-sucedido, Porter é deixado para morrer. Uma vez recuperado, ele busca vingança e quer sua parte do dinheiro.;Ação,Policial,Drama;7.1
Somers Town;A black-and-white study of a social environment in London, concentrating on a pair of unlikely new friends and the girl they both fancy.;Comédia,Drama;6.8
De Repente é Amor;A estranha Emily e Oliver se juntam ao mile-high club na estrada do LAX para Nova York: fim da história. Só que eles continuam se reunindo constantemente durante os próximos sete anos.;Comédia,Drama,Romance;6.6
Cujo;Cujo é um amigável cão da raça São Bernardo. Porém, após contrair raiva ao ser mordido acidentalmente por um morcego, a sua personalidade altera-se, e ele transforma-se num monstro assassino, disposto a matar tudo e todos.;Terror,Suspense;6.0
Gli anni ruggenti;The incognito visit of a fascist hierarc in a tiny country town shakes deeply the ruling class and their lack of integrity.;Comédia;7.4
In the Soup;O nova-iorquino Adolpho Rollo é o autor clássico dos grandes filmes. Em sua mente, ele está criando clássicos da tela imortal. De volta ao mundo real, ele não pode pagar o aluguel no buraco do centro da cidade que ele chama de lar.;Comédia,Drama;7.1
Clube dos Pervertidos;Uma mulher de meia-idade e reprimida se torna uma viciada em sexo após receber um golpe na cabeça e depois cai em uma subcultura subterrânea de viciados em sexo nos subúrbios de Baltimore.;Comédia;5.1
Tsigoineruwaizen;A surreal period film following an university professor and his eerie nomad friend as they go through loose romantic triangles and face death in peculiar ways.;Terror,Mistério;6.9
Premam;A young man has three opportunities to find love. Will the third time be the charm?;Comédia,Drama,Romance;8.3
O Caso Mattei;An Italian industrialist died in a plane crash. An accident or an assassination?;Biografia,Drama,Mistério;7.6
Um Casamento Original;A mockumentary that follows three couples as they battle it out to win the coveted title of 'Most Original Wedding of the Year'.;Comédia,Musical,Romance;5.7
Amor e Revolução;A busca desesperada de seu namorado sequestrado leva uma jovem para a infame Colonia Dignidad, uma seita da qual ninguém tem escapado.;Biografia,Drama,História;7.0
Beijos Proibidos;After being discharged from the army, Antoine Doinel centers a screwball comedy where he applies for different jobs and tries to make sense of his relationships with women.;Comédia,Drama,Romance;7.6
Rumo ao Inferno;Uma mulher que planeja testemunhar contra a multidão deve ser protegida contra seus assassinos na viagem de trem de Chicago a Los Angeles.;Policial,Drama,Filme noir;7.7
Arca Russa;Um aristocrata francês do século XIX, conhecido por suas memórias contundentes da vida na Rússia, viaja pelo Museu Hermitage da Rússia e encontra figuras históricas dos últimos 200 anos.;Drama,Fantasia,História;7.3
Caminhos do Crime;A small time thug collecting debts for the local triad is torn between his criminal aspirations and his devotion to family.;Ação,Policial,Drama;7.3
Pânico no Lago;Três pessoas tentam parar um crocodilo gigante que está aterrorizando os habitantes do Lago Negro no Maine.;Ação,Comédia,Terror;5.7
Selvagem;Um leão adolescente é enviado acidentalmente do Zoológico de Nova Iorque para a África. Agora, correndo livres, seus amigos do zoológico devem colocar de lado suas diferenças para ajudar a trazê-lo de volta.;Animação,Aventura,Comédia;5.2
O Dia Perfeito;Só não é o dia de David. Primeiro ele é demitido do banco, depois sua noiva se separa e o joga para fora de casa. O banco é assaltado e ele é baleado.;Comédia,Drama;6.1
